County,Submarket,Neighborhood,Status,Units,End construction,Property name,Street number,Street name,City,Zip, Census tract ,Developer,Property ID
King,K-SE,Des Moines,T,326,Sep-2018,Waterview Crossing,21920,Pacific Highway S,Des Moines,98198, 289.02 ,Magnum Construction,5800
Snohomish,Sno,Silver Lake,X,136,Jan-2050,Garden Grove,515,112th Street SE,Everett,98208, 418.08 ,Mietzner Group,5806
King,K-C,Capitol Hill/Eastlake,C,100,Jan-2017,Carmela,1320 E,Pike Street,Seattle,98122, 75.00 ,Madrona Real Estate Investors,5811
King,K-C,Belltown/Dwntn/S Lk Union,U,461,Aug-2018,,970,Denny Way,Seattle,98109, 73.00 ,Holland Residential,5815
King,K-N,North Seattle,X,139,Jul-2019,Northgate III,10711,8th Avenue NE,Seattle,98125, 12.00 ,Wallace Properties,5816
King,K-S,Rainier Valley,x,107,Jan-2050,Mount Baker Station II,2615,25th Avenue S,Seattle,98144, 101.00 ,Boulevard Group,5827
King,K-N,Ballard,C,53,Jul-2017,Isola 15th,7530,15th Avenue NW,Seattle,98117, 30.00 ,Isola Capital Management,5830
King,K-S,Rainier Valley,S,92,Jan-2050,,3004 S,Alaska Street,Seattle,98108, 101.00 ,Seattle Housing Authority,5835
King,K-E,Issaquah,X,100,Jan-2050,Hyla Crossing,Route 900 &,Gilman Blvd,Issaquah,98027, 321.03 ,Rowley Properties,5844
King,K-E,Bellevue-West,X,100,Jan-2050,,201,106th Avenue NE,Bellevue,98004, 238.02 ,12 Bellevue International Investment,5847
King,K-SE,Des Moines,R,363,Jan-2050,,815 S,216th Street,Des Moines,98198, 289.01 ,,5854
King,K-S,White Center,A,44,Mar-2017,Bluestone,9051,20th Avenue SW,Seattle,98106, 114.00 ,STS Construction Services,5864
King,K-C,Belltown/Dwntn/S Lk Union,X,1128,Mar-2020,Denny/Fairview,1120,Denny Way,Seattle,98109, 73.00 ,Onni Group,5867
King,K-C,First Hill,X,50,Dec-2018,Crosby Capitol Hill,1517,Bellevue Avenue,Seattle,98122, 84.00 ,Gardens Studios LLC,5875
King,K-C,Queen Anne,X,161,Dec-2018,701 Valley,701,Valley Street,Seattle,98109, 67.00 ,Tarragon,5877
King,K-C,Queen Anne,X,113,Jan-2020,,14 W,Roy Street,Seattle,98119, 70.00 ,Val Thomas Inc,5880
King,K-E,Bothell,C,100,Jan-2050,Bothell Landing (Parcel O),18320,98th Avenue NE,Bothell,98011, 218.03 ,Polygon Northwest,5882
King,K-S,West Seattle,U,29,Sep-2017,,3829,California Avenue SW,Seattle,98116, 98.00 ,Arrow Construction,5887
King,K-C,Belltown/Dwntn/S Lk Union,X,275,Apr-2019,Avalon Belltown,210,Wall Street,Seattle,98121, 80.01 ,Avalon Bay Communities,5889
King,K-C,Capitol Hill/Eastlake,U,41,Sep-2017,Summit,1728,Summit Avenue,Seattle,98122, 74.00 ,Calhoun Properties,5890
Pierce,Pie,South Tacoma,T,60,Jan-2050,Oak Trace,7419 S,Verde,Tacoma,98409, 628.02 ,MacDonald Ladd Development,5891
King,K-C,Belltown/Dwntn/S Lk Union,U,221,Jul-2017,Cascade II,222,Fairview Avenue N,Seattle,98109, 73.00 ,Equity Residential,5894
King,K-S,West Seattle,X,71,Mar-2019,Union Street,3039 SW,Avalon Way,Seattle,98126, 99.00 ,Chelan Custom Homes,5896
King,K-C,First Hill,X,200,Jan-2050,,1013,8th Avenue,Seattle,98104, 82.00 ,bcIMC,5899
King,K-C,Queen Anne,S,60,Jan-2050,,223 W,Galer Street,Seattle,98119, 70.00 ,,5903
King,K-C,Central,U,160,Oct-2018,Modera Jackson,1801 S,Jackson Street,Seattle,98144, 90.00 ,Mill Creek Residential Trust,5905
King,K-E,Bellevue-West,X,130,Jan-2050,NOMA,10246,Main Street,Bellevue,98004, 238.02 ,Vander Hoek Corp,5906
King,K-E,Kirkland,X,175,Mar-2021,434,434,Kirkland Way,Kirkland,98033, 225.00 ,MRM Capital,5907
King,K-C,Belltown/Dwntn/S Lk Union,C,266,Nov-2019,Emerald,1613,2nd Avenue,Seattle,98101, 81.00 ,Create World America,5911
King,K-C,Belltown/Dwntn/S Lk Union,U,47,Dec-2017,Koz 1206,1210,Republican Street,Seattle,98109, 73.00 ,Koz Development,5912
King,K-N,North Seattle,X,28,Jan-2050,,308 N,90th Street,Seattle,98103, 17.00 ,Kapsner Homes,5915
King,K-C,Queen Anne,X,164,May-2019,Alexan 100,104,Denny Way,Seattle,98109, 71.00 ,Trammel Crow Residential,5916
King,K-S,Beacon Hill,S,70,Jan-2050,,5701,Martin Luther King Jr. Way S,Seattle,98118, 104.00 ,,5918
Snohomish,Sno,Edmonds,C,68,Sep-2017,Driftwood,50,Pine Street,Edmonds,98020, 504.02 ,Goodman Real Estate,5919
King,K-S,Beacon Hill,S,47,Jan-2050,,2721,17th Avenue S,Seattle,98144, 100.00 ,Pacific Housing NW,5928
King,K-C,Capitol Hill/Eastlake,X,150,Dec-2019,Capitol Hill Station - A,118,Broadway Avenue E,Seattle,98102, 75.00 ,Gerding Edlen Development,5929
King,K-C,Capitol Hill/Eastlake,S,86,Dec-2019,Sound Transit Site B North,175,10th Avenue E,Seattle,98102, 75.00 ,Capitol Hill Housing,5930
King,K-C,Capitol Hill/Eastlake,X,100,Dec-2019,Capitol Hill Station - B South,123,10th Avenue E,Seattle,98102, 75.00 ,Gerding Edlen Development,5931
King,K-C,Capitol Hill/Eastlake,X,94,Dec-2019,Capitol Hill Station - C,1830,Broadway Avenue,Seattle,98122, 75.00 ,Gerding Edlen Development,5932
King,K-C,Capitol Hill/Eastlake,X,44,Dec-2019,Capitol Hill Station - D,1821,Broadway,Seattle,98122, 74.00 ,Gerding Edlen Development,5933
King,K-C,Capitol Hill/Eastlake,U,74,Jul-2017,Broadcast,1420 E,Madison Street,Seattle,98122, 75.00 ,Metropolitan Homes,5934
King,K-E,Bothell,U,147,Nov-2017,Village at Beardslee Crossing III,19121,112th Avenue NE,Bothell,98011, 218.04 ,Westridge Land,5935
King,K-S,Seatac,X,243,Jan-2050,Patterson Place I,3712 S,188th Street,SeaTac,98188, 284.03 ,Schneider Homes,5938
King,K-N,University,U,110,Aug-2017,Hub on Campus Seattle,5000,University Way NE,Seattle,98105, 44.00 ,Core Spaces Inc,5940
King,K-N,North Seattle,X,207,Jan-2050,,11060,2nd Avenue NE,Seattle,98125, 12.00 ,Mullally Development,5944
King,K-C,Belltown/Dwntn/S Lk Union,S,340,Jan-2050,RISE (Block 59),513,Dexter Avenue N,Seattle,98109, 72.00 ,Vulcan Northwest,5947
King,K-C,Belltown/Dwntn/S Lk Union,X,436,Apr-2020,Denny Centre,2014,Fairview Avenue,Seattle,98121, 73.00 ,Bosa Brothers Construction,5958
King,K-C,Central,S,35,Jan-2050,,1013 S,Weller Street,Seattle,98104, 91.00 ,Seattle Housing Authority,5960
King,K-C,Capitol Hill/Eastlake,S,45,Jan-2050,,431,Boylston Avenue E,Seattle,98102, 74.00 ,,5961
King,K-C,Central,S,115,Nov-2018,,2320 E,Union Street,Seattle,98122, 77.00 ,Capitol Hill Housing,5965
King,K-C,Belltown/Dwntn/S Lk Union,X,216,Jan-2050,Mercer Blocks - Block 37,630,Westlake Avenue N,Seattle,98109, 73.00 ,Vulcan Northwest,5970
Snohomish,Sno,Lynnwood,X,114,Jun-2018,Allegro at Ash Creek I,16617,Ash Way,Lynnwood,98037, 518.02 ,Integral Northwest Corp.,5974
King,K-E,Bellevue-East,U,31,Nov-2017,Westridge II,512,121st Place NE,Bellevue,98005, 236.01 ,SeaMark Properties,5982
King,K-C,Belltown/Dwntn/S Lk Union,X,843,Mar-2021,,1120,John Street,Seattle,98109, 73.00 ,Onni Group,5988
Snohomish,Sno,Lynnwood,X,344,Jan-2050,Lynnwood Place,3001,184th Street SW,Lynnwood,98037, 518.02 ,,5991
King,K-S,Burien,U,229,Jun-2017,Maverick,15045,5th Avenue SW,Burien,98166, 279.00 ,Legacy Partners,5992
King,K-S,Riverton/Tukwila,U,371,Jan-2018,Washington Place,223,Andover Park E,Tukwila,98188, 262.00 ,Great Wall Development Inc,5994
King,K-C,Capitol Hill/Eastlake,X,41,Jan-2050,,1312 E,Olive Street,Seattle,98122, 75.00 ,SECO Development,5996
Snohomish,Sno,Paine Field,R,167,Jan-2050,,1806,Hollow Dale Place,Everett,98204, 419.05 ,,5997
King,K-C,Queen Anne,A,100,Jan-2017,Henry,22,Etruria Street,Seattle,98109, 60.00 ,Daly Partners,6001
King,K-E,Bellevue-East,R,72,Jan-2050,,1835,116th Avenue NE,Bellevue,98004, 237.00 ,Aegis Senior Communities,6002
King,K-N,North Seattle,X,20,Jan-2050,,14002,Midvale Avenue N,Seattle,98133, 3.00 ,Martin Lunde,6003
King,K-C,Capitol Hill/Eastlake,X,27,Apr-2018,Eastlake/Yale,2037,Yale Avenue E,Seattle,98102, 66.00 ,Blueprint Capital,6005
Pierce,Pie,Gig Harbor,R,275,May-2017,Heron's Key,41xx,Borgen Boulevard,Gig Harbor,98332, 725.05 ,,6008
King,K-E,Bellevue-West,X,100,Jan-2050,,437,108th Avenue NE,Bellevue,98004, 238.02 ,NIU Enterprises,6011
Pierce,Pie,Downtown Tacoma,S,50,Jan-2050,,1411,Yakima Avenue,Tacoma,98405, 614.00 ,Catholic Housing Services,6017
King,K-C,Magnolia,X,39,Sep-2018,Loft Haus,3430,15th Avenue W,Seattle,98119, 58.01 ,,6019
King,K-C,Capitol Hill/Eastlake,A,50,Feb-2017,AW Larson Building,3206,Harvard Avenue E,Seattle,98102, 61.00 ,Sound West Group,6023
King,K-N,Ballard,U,178,Aug-2018,Valdok 1701,1701 NW,56th Street,Seattle,98107, 47.00 ,Lennar Multifamily,6025
King,K-N,Shoreline,X,165,Jan-2019,Vail,17962,Midvale Avenue N,Seattle,98133, 207.00 ,Seawest Investment Associates,6026
King,K-SE,Des Moines,R,135,Jul-2017,Adriana,22525,7th Avenue S,Des Moines,98198, 289.01 ,,6027
King,K-C,Capitol Hill/Eastlake,U,41,Jul-2017,Harvard,741,Harvard Avenue E,Seattle,98102, 65.00 ,Blueprint Capital,6028
King,K-N,Greenlake/Wallingford,A,35,Feb-2017,3633 Linden,3633,Linden Avenue N,Seattle,98103, 49.00 ,MRN Homes,6029
King,K-C,First Hill,X,209,Oct-2018,,1001,Minor Avenue,Seattle,98104, 83.00 ,Holland Residential,6030
King,K-E,Redmond,X,104,Apr-2019,Village,8336,165th Avenue NE,Redmond,98052, 323.09 ,RK Getty Corp,6032
King,K-N,North Seattle,X,53,Jul-2020,HALO Studios,9002,Greenwood Avenue N,Seattle,98103, 17.00 ,Metrostructure Corp,6033
King,K-C,Central,X,23,Jan-2050,,2305 S,Dearborn Street,Seattle,98144, 89.00 ,Dep Homes,6035
King,K-N,North Seattle,U,217,May-2018,Lane,10720,5th Avenue NE,Seattle,98125, 12.00 ,Goodman Real Estate,6036
King,K-C,Capitol Hill/Eastlake,X,43,Oct-2018,Sterling,323,Bellevue Avenue E,Seattle,98102, 74.00 ,Sunrise DC LLC,6037
King,K-S,Rainier Valley,S,108,Mar-2017,Mercy Othello Plaza East,6940,Martin Luther King Jr Way S,Seattle,98118, 111.01 ,Mercy Housing Northwest,6038
King,K-E,Bothell,U,53,Jul-2017,Swedish Crest,9625 NE,191st Street,Bothell,98011, 218.03 ,Harbour Homes,6039
King,K-C,Queen Anne,X,65,Jan-2050,,400,Roy Street,Seattle,98109, 67.00 ,Plus Investments USA,6040
King,K-C,Belltown/Dwntn/S Lk Union,X,638,Jun-2021,2301,2301,7th Avenue,Seattle,98121, 72.00 ,Clise Properties,6042
Snohomish,Sno,Silver Lake,T,177,Jan-2050,Gateway,13000,21st Drive SE,Everett,98208, 416.06 ,Magnum Construction,6044
King,K-N,Shoreline,U,60,Jul-2017,Sunrise Eleven,20015,Ballinger Way NE,Shoreline,98155, 204.01 ,Sunrise Eleven,6046
King,K-E,Kirkland,X,50,Sep-2018,Olympic Building,200,Central Way,Kirkland,98033, 224.00 ,Seawest Investment Associates,6047
King,K-C,Belltown/Dwntn/S Lk Union,X,79,Mar-2019,Mercer Blocks - Block 31,625,Boren Avenue N,Seattle,98109, 73.00 ,Vulcan Northwest,6048
King,K-C,Belltown/Dwntn/S Lk Union,X,70,Mar-2019,Mercer Blocks - Block 25,630,Boren Avenue N,Seattle,98109, 73.00 ,Vulcan Northwest,6049
King,K-C,Belltown/Dwntn/S Lk Union,X,129,Sep-2018,Block 47,200,9th Avenue N,Seattle,98109, 72.00 ,Vulcan Northwest,6050
King,K-N,Greenlake/Wallingford,X,48,Apr-2018,Cubix Fremont,3519,Fremont Place N,Seattle,98103, 49.00 ,Parkstone Properties,6051
King,K-C,Capitol Hill/Eastlake,U,47,Aug-2017,Stream 403,403,Belmont Avenue E,Seattle,98102, 74.00 ,Stream Real Estate Development,6052
King,K-N,University,U,85,Aug-2017,Parsonage,4132,Brooklyn Avenue NE,Seattle,98105, 53.01 ,Barrientos + Ryan,6053
Snohomish,Sno,Central Everett,R,100,Jan-2050,,3214,Broadway,Everett,98201, 407.00 ,American Capital Development,6054
King,K-C,Belltown/Dwntn/S Lk Union,X,54,Aug-2019,Ocean City,608,6th Avenue S,Seattle,98104, 72.00 ,Ocena City Investment,6055
King,K-E,Factoria,C,24,Jan-2050,Windward Townhomes,4029,129th Place SE,Bellevue,98006, 248.00 ,Windward Real Estate Services,6056
King,K-N,Shoreline,X,309,Jan-2050,Potala Shoreline,15501,Aurora Avenue N,Shoreline,98133, 209.00 ,Path America,6057
King,K-E,Bothell,A,59,Feb-2017,Spencer 68 - Phase II,6631 NE,182nd Street,Kenmore,98028, 216.00 ,Main Street Property Group,6058
King,K-S,Rainier Valley,U,60,Apr-2017,,2939 S,Mount Baker Blvd,Seattle,98144, 95.00 ,Build Urban,6059
King,K-C,Central,X,135,Oct-2018,718 Rainier,718,Rainier Avenue S,Seattle,98144, 90.00 ,Daly Partners,6060
Snohomish,Sno,Marysville/Monroe,U,160,Apr-2017,Cascadia at the Lodge,17500,25th Avenue NE,Marysville,98271, 531.01 ,Wakefield Properties,6061
King,K-E,Issaquah,X,159,Aug-2018,Sky (Village at Sammamish Town Center),100,228th Avenue SE,Sammamish,98074, 322.09 ,Main Street Property Group,6062
Snohomish,Sno,Silver Lake,T,180,Jan-2050,,14615,Madison Way,Lynnwood,98087, 418.04 ,Magnum Construction,6063
King,K-N,Shoreline,X,165,Jun-2019,RLD Aurora Square,15323,Westminster Way N,Shoreline,98133, 209.00 ,RLD Aurora Square,6064
King,K-C,Belltown/Dwntn/S Lk Union,X,95,Jul-2018,Louisa Hotel,665 S,King Street,Seattle,98104, 72.00 ,Barrientos + Ryan,6065
King,K-E,Woodinville/Totem Lake,X,338,Jun-2019,Woodin Creek Village II,17300,135th Avenue NE,Woodinville,98072, 323.19 ,Weidner Company,6067
King,K-C,Queen Anne,X,103,Jan-2022,,701,5th Avenue N,Seattle,98109, 67.00 ,F&M Development,6068
King,K-C,Magnolia,U,226,Jun-2018,Axle,3230,16th Avenue W,Seattle,98119, 58.01 ,Lennar Multifamily,6069
King,K-E,Redmond,U,96,Oct-2017,162 TEN,16210 NE,80th Street,Redmond,98052, 323.09 ,Natural & Built Environments,6070
Pierce,Pie,Mid Tacoma,X,121,Aug-2018,1500 Orchard,1502 S,Orchard Street,Tacoma,98465, 611.00 ,Port Landing,6073
King,K-C,Central,X,385,Aug-2019,First Central Station,1203 E,Spruce Street,Seattle,98122, 86.00 ,Hardy Development Companies,6074
King,K-C,Central,X,50,Jun-2018,,2100 E,Madison Street,Seattle,98112, 79.00 ,JC Mueller,6075
King,K-S,Burien,U,32,Apr-2018,Parkside,12600,Ambaum Blvd SW,Burien,98146, 275.00 ,Benjamin Ryan Communities,6076
Snohomish,Sno,Lynnwood,R,295,Aug-2017,Reserve at Lynnwood,19815,Scriber Lake Road,Lynnwood,98036, 514.00 ,AVS Communities,6077
King,K-SE,Des Moines,X,49,Jan-2050,Seascape,22607,Marine View Drive S,Des Moines,98198, 289.01 ,Fortun Development,6079
King,K-E,Redmond,U,102,Apr-2018,Ravello,16180 NE,80th Street,Redmond,98052, 323.09 ,Shelter Holdings,6080
King,K-N,North Seattle,T,170,May-2018,Linden Flats,13280,Linden Avenue N,Seattle,98133, 4.01 ,GMD Development LLC,6081
King,K-N,University,X,110,Dec-2018,Roosevelt Way Mixed Use,4218,Roosevelt Way NE,Seattle,98105, 53.01 ,G & K Brothers,6082
King,K-N,Ballard,X,90,Jun-2018,,5512,17th Avenue NW,Seattle,98107, 47.00 ,Greenbuild Development,6083
King,K-S,West Seattle,M,104,Jan-2019,,3050 SW,Avalon Way,Seattle,98126, 99.00 ,Stratford Company,6085
King,K-S,Rainier Valley,U,27,Mar-2018,NOCO 1,4525,Rainier Avenue S,Seattle,98118, 101.00 ,Dwell Development,6086
King,K-C,Belltown/Dwntn/S Lk Union,S,40,Feb-2018,MarketFront,1501,Western Avenue,Seattle,98101, 81.00 ,,6091
King,K-C,Queen Anne,X,113,Apr-2020,MOD Studios,601,Aurora Avenue N,Seattle,98109, 67.00 ,Pong's Corporation Inc.,6092
King,K-E,Redmond,U,196,Oct-2018,Station House Lofts,16545 NE,80th Street,Redmond,98052, 323.09 ,Deal Development,6094
King,K-C,Queen Anne,C,98,Nov-2018,Dexter,1405,Dexter Avenue N,Seattle,98109, 67.00 ,William Lyon Homes,6095
King,K-C,Belltown/Dwntn/S Lk Union,X,50,Jan-2050,Cambria Hotel & Residences,1915,3rd Avenue,Seattle,98101, 80.02 ,Ariel Development,6096
Snohomish,Sno,Marysville/Monroe,U,106,Feb-2018,Park 77 - Phase 1,20201,77th Avenue NE,Arlington,98223, 535.04 ,Williams Investments,6097
King,K-C,Belltown/Dwntn/S Lk Union,X,160,Sep-2018,Hana,525,Yesler Way,Seattle,98104, 92.00 ,Stream Real Estate Development,6098
Pierce,Pie,Fife/Milton/Browns Pt,X,292,Apr-2019,,207,Meridian Avenue E,Edgewood,98371, 707.03 ,Contour Engineering,6099
King,K-N,University,M,58,Jan-2050,Cielo North,4524,7th Avenue NE,Seattle,98105, 52.00 ,Calhoun Properties,6100
King,K-E,Bellevue-West,X,260,Jan-2050,Plaza Center Residences,10850 NE,8th Street,Bellevue,98004, 238.02 ,KBS Realty Advisors,6101
King,K-N,Greenlake/Wallingford,X,75,Oct-2018,Track 66,836 NE,66th Street,Seattle,98115, 36.00 ,Blueprint Capital,6102
Snohomish,Sno,Thrashers Corner,X,41,Oct-2018,Silver Creek Estates Division 6,18913,Bothell Everett Highway,Bothell,98012, 519.20 ,Mietzner Group,6262
King,K-C,Queen Anne,X,75,May-2019,,215,1st Avenue N,Seattle,98109, 71.00 ,Stratford Company,6263
King,K-C,Queen Anne,X,250,Dec-2050,,225,Roy Street,Seattle,98109, 70.00 ,Barrientos + Ryan,6264
King,K-E,Redmond,X,300,Jul-2019,Modera Redmond,8709,161st Avenue NE,Redmond,98052, 323.09 ,Mill Creek Residential Trust,6265
King,K-SE,Renton,X,31,Jun-2019,Sunset Mixed Use,1409,Monroe Avenue NE,Renton,98056, 255.00 ,Eagle Ridge Plaza,6266
King,K-E,Redmond,X,158,Mar-2020,Blackbird,7600,159th Place NE,Redmond,98052, 323.09 ,Deal Development,6267
Pierce,Pie,Downtown Tacoma,X,104,Sep-2018,Koz Market Street,1552,Market Street,Tacoma,98402, 616.02 ,Koz Development,6268
Pierce,Pie,Downtown Tacoma,X,145,Mar-2019,Koz Dome District,304,Puyallup Avenue,Tacoma,98421, 602.00 ,Koz Development,6269
Pierce,Pie,Mid Tacoma,X,45,Jan-2050,iStudios South,2515 S,48th Street,Tacoma,98409, 626.00 ,SNR Northwest Properties,6271
Pierce,Pie,Mid Tacoma,U,33,Jun-2017,iStudios North,3825 S,Junett Street,Tacoma,98409, 626.00 ,SNR Northwest Properties,6272
Pierce,Pie,Stadium District,U,172,May-2018,Stadium,102 N,G Street,Tacoma,98403, 615.00 ,Carino & Associates,6273
Pierce,Pie,Gig Harbor,X,115,Sep-2019,Judson Street - Ph 1,3118,Judson Street,Gig Harbor,98335, 725.07 ,Olympic Property Group,6274
Pierce,Pie,Other Pierce Co,X,600,Jan-2050,,10100,214th Avenue E,Bonney Lake,98391, 703.10 ,Tarragon,6276
King,K-S,White Center,X,66,Jul-2019,Barton Terrace,2222 SW,Barton Street,Seattle,98106, 114.00 ,KJB Properties,6277
King,K-E,Woodinville/Totem Lake,X,340,Oct-2019,Totem Lake,11811 NE,128th Street,Kirkland,98034, 219.03 ,Lennar Multifamily,6278
King,K-E,Redmond,U,243,May-2018,3040,3040,148th Avenue NE,Redmond,98052, 228.03 ,White/Peterman Properties,6279
Pierce,Pie,Gig Harbor,X,115,Jan-2050,Judson Street - Ph 2,3118,Judson Street,Gig Harbor,98335, 725.07 ,Olympic Property Group,6281
King,K-E,Woodinville/Totem Lake,X,655,Jun-2019,Village at Totem Lake - Ph 2,12650,120th Avenue NE,Kirkland,98034, 219.03 ,CenterCal Properties,6282
King,K-S,Rainier Valley,X,70,Apr-2020,Arc Light,2023,24th Avenue S,Seattle,98144, 95.00 ,Columbia Modern Urban,6283
King,K-C,Belltown/Dwntn/S Lk Union,X,232,Nov-2020,9th & John,820,John Street,Seattle,98109, 72.00 ,Pillar Properties,6284
King,K-N,University,R,116,Jan-2050,Aegis Laurelhurst,3200 NE,45th Street,Seattle,98105, 42.00 ,Aegis Senior Communities,6285
King,K-S,Seatac,X,100,May-2019,SeaTac,17234,International Blvd,SeaTac,98188, 284.02 ,,6286
Pierce,Pie,Downtown Tacoma,U,135,Jul-2018,Napolean,1515,Tacoma Avenue S,Tacoma,98402, 616.02 ,Hebert Construction,6287
King,K-C,Central,X,84,Jan-2020,ID Mixed Use,616,8th Avenue S,Seattle,98104, 91.00 ,Hotel Concepts,6288
King,K-C,Capitol Hill/Eastlake,X,50,May-2019,Bellevue Court,1020,Bellevue Court E,Seattle,98102, 66.00 ,XH Realty,6290
King,K-C,Central,X,200,Jul-2019,Rainier,622,Rainier Avenue S,Seattle,98144, 90.00 ,Rainiers Consulting Inc,6291
King,K-N,Greenlake/Wallingford,X,42,Sep-2018,,3825,Bridge Way N,Seattle,98103, 54.00 ,Shilshole Development LLC,6292
King,K-N,University,X,31,Jan-2050,20th Avenue,4544,20th Avenue NE,Seattle,98105, 43.00 ,Sara Chunfang,6293
Pierce,Pie,Mid Tacoma,U,58,Nov-2017,,2349 S,State Street,Tacoma,98405, 617.00 ,Better Properties Real Estate,6294
King,K-SE,Kent,X,492,Sep-2020,Marquee on Meeker,2030 W,Meeker Street,Kent,98032, 292.01 ,Landmark Development,6295
King,K-N,University,X,201,Nov-2018,VIDA,6516,12th Avenue NE,Seattle,98115, 26.00 ,HB Capital,6297
King,K-E,Redmond,C,26,Jan-2050,,11844 NE,70th Street,Kirkland,98033, 226.04 ,Toll Brothers Cam West,6298
King,K-E,Issaquah,U,92,Oct-2017,SAMM,120,228th Avenue SE,Sammamish,98074, 322.09 ,SeaLevel Properties,6299
King,K-N,North Seattle,S,59,Mar-2019,,13125,Greenwood Avenue N,Seattle,98133, 4.01 ,Compass Housing Alliance,6300
King,K-N,Greenlake/Wallingford,X,21,Aug-2018,,119 N,85th Street,Seattle,98103, 29.00 ,Noren Development,6301
King,K-C,Central,X,77,Feb-2019,,2524 S,Jackson Street,Seattle,98144, 89.00 ,Dep Homes,6302
