bg,CRA,portion
530330320081,9.1,1
530330320082,9.1,1
530330320083,9.1,1
530330320101,9.1,1
530330320102,9.1,1
530330320103,9.1,1
530330320104,9.1,1
530330320111,9.1,1
530330320112,9.1,1
530330321021,9.1,1
530330321022,9.1,1
530330321023,9.1,1
530330321024,9.1,1
530330321031,9.1,1
530330321032,9.1,1
530330321033,9.1,1
530330321034,9.1,1
530330321041,9.1,1
530330321042,9.1,1
530330321043,9.1,1
530330322031,9.1,1
530330322032,9.1,1
530330322033,9.1,1
530330322034,9.1,1
530330322071,9.1,1
530330322072,9.1,1
530330322073,9.1,1
530330322081,9.1,1
530330322082,9.1,1
530330322083,9.1,1
530330322084,9.1,1
530330322085,9.1,1
530330322101,9.1,1
530330322102,9.1,1
530330322103,9.1,1
530330322111,9.1,1
530330322112,9.1,1
530330322113,9.1,1
530330322121,9.1,1
530330322122,9.1,1
530330322123,9.1,1
530330322124,9.1,1
530330322131,9.1,1
530330322132,9.1,1
530330322133,9.1,1
530330322141,9.1,1
530330322142,9.1,1
530330322143,9.1,1
530330322151,9.1,1
530330322152,9.1,1
530330323071,9.1,1
530330323072,9.1,1
530330323073,9.1,1
530330323074,9.1,1
530330323075,9.1,1
530330323091,9.1,1
530330323092,9.1,1
530330323093,9.1,1
530330323111,9.1,1
530330323112,9.1,1
530330323113,9.1,1
530330323114,9.1,1
530330323115,9.1,1
530330323131,9.1,1
530330323132,9.1,1
530330323133,9.1,1
530330323134,9.1,1
530330323151,9.1,1
530330323152,9.1,1
530330323153,9.1,1
530330323161,9.1,1
530330323162,9.1,1
530330323163,9.1,1
530330323164,9.1,1
530330323171,9.1,1
530330323172,9.1,1
530330323173,9.1,1
530330323174,9.1,1
530330323175,9.1,1
530330323181,9.1,1
530330323182,9.1,1
530330323183,9.1,1
530330323184,9.1,1
530330323191,9.1,1
530330323192,9.1,1
530330323193,9.1,1
530330323194,9.1,1
530330323201,9.1,1
530330323202,9.1,1
530330323203,9.1,1
530330323211,9.1,1
530330323212,9.1,1
530330323213,9.1,1
530330323214,9.1,1
530330323221,9.1,1
530330323222,9.1,1
530330323223,9.1,1
530330323231,9.1,1
530330323232,9.1,1
530330323233,9.1,1
530330323234,9.1,1
530330323241,9.1,1
530330323242,9.1,1
530330323243,9.1,1
530330323244,9.1,1
530330323251,9.1,1
530330323252,9.1,1
530330323253,9.1,1
530330323261,9.1,1
530330323262,9.1,1
530330323263,9.1,1
530330323271,9.1,1
530330323272,9.1,1
530330323281,9.1,1
530330323282,9.1,1
530330323283,9.1,1
530330323291,9.1,1
530330323292,9.1,1
530330324011,9.1,1
530330324012,9.1,1
530330324013,9.1,1
530330324014,9.1,1
530330324021,9.1,1
530330324022,9.1,1
530330324023,9.1,1
530330324024,9.1,1
530330325001,9.1,1
530330325002,9.1,1
530330325003,9.1,1
530330325004,9.1,1
530330326011,9.1,1
530330326012,9.1,1
530330326021,9.1,1
530330326022,9.1,1
530330326023,9.1,1
530330326024,9.1,1
530330327021,9.1,1
530330327022,9.1,1
530330327023,9.1,1
530330327024,9.1,1
530330327025,9.1,1
530330327026,9.1,1
530330327031,9.1,1
530330327032,9.1,1
530330327041,9.1,1
530330327042,9.1,1
530330327043,9.1,1
530330327044,9.1,1
530330328001,9.1,1
530330328002,9.1,1
530330328003,9.1,1
530339901000,9.1,1
